age,gender,education,income,sirius,wharton,worktime
34,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,16
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,30
25,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,22
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,41
25,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,Yes,9
41,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,19
21,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,18
32,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,25
50,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,44
27,Female,High school graduate (or equivalent),"$50,000 - $75,000",No,No,15
40,Female,High school graduate (or equivalent),"Less than $15,000",Yes,No,16
20,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,10
20,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,15
24,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,41
31,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,20
25,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,Yes,16
29,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,No,19
22,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,23
35,Female,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,18
27,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,20
27,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,19
31,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,20
19,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,17
30,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,32
30,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,42
19,Male,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,27
27,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,24
46,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,14
29,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,Yes,16
22,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,19
23,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,26
29,Male,Graduate or professional degree,"$50,000 - $75,000",No,No,18
25,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,19
25,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,20
21,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,21
33,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,56
25,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,27
28,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,25
24,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,15
29,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,40
21,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,Yes,22
27,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
44,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,19
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,25
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,26
31,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,20
26,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,17
34,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,26
30,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,28
22,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,22
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,21
30,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,29
25,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,23
48,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,23
22,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,18
21,Male,High school graduate (or equivalent),"Less than $15,000",Yes,No,16
31,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,21
26,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,25
25,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,24
21,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,16
29,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,Yes,10
29,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,35
21,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,20
23,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,13
31,Female,High school graduate (or equivalent),"$75,000 - $150,000",No,No,24
25,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,14
50,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,44
32,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,20
36,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,19
39,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,39
51,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,31
22,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,14
25,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,17
35,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,12
23,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,19
30,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,20
39,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,18
25,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,26
31,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,17
48,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,23
40,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,29
38,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,24
24,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
21,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
22,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,13
32,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,41
31,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
23,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,12
38,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,33
24,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,22
53,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,24
55,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,29
30,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,36
29,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,71
18,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,18
25,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,28
40,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,18
27,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,16
26,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,19
41,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
24,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,21
25,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,21
30,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,24
47,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,22
26,Female,High school graduate (or equivalent),"$30,000 - $50,000",No,No,17
34,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,21
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,29
59,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,23
27,Male,Graduate or professional degree,"$30,000 - $50,000",No,No,19
40,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,28
31,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,14
59,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,41
34,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,15
30,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,16
30,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,21
47,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,27
35,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,37
26,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,15
22,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,18
27,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,18
27,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,24
29,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,16
23,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,21
34,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,17
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,25
26,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,14
19,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,19
34,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,22
25,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,19
42,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,32
39,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,21
25,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,24
34,Male,Graduate or professional degree,"Above $150,000",Yes,No,25
20,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,27
28,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,22
74,Male,Graduate or professional degree,"Above $150,000",Yes,Yes,23
22,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,20
19,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,17
22,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,15
27,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,No,17
24,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,18
22,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,16
23,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,30
49,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,40
25,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,14
33,Female,Graduate or professional degree,"$15,000 - $30,000",Yes,No,22
28,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,26
26,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,19
29,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,14
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,18
28,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,31
58,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,47
28,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,27
29,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,44
33,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,32
29,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,14
19,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,14
19,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,51
28,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,21
62,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,20
26,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,36
20,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,33
30,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,23
27,Female,High school graduate (or equivalent),"Above $150,000",No,No,19
25,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,13
32,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,17
21,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,23
29,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,18
28,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,16
21,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,22
27,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,18
29,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,12
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,18
21,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,31
24,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,24
25,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,14
32,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,26
21,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,22
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,16
24,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,15
29,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,19
47,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,36
57,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,22
18,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,13
43,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,35
32,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,24
21,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,15
18,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,25
27,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,13
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,15
44,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,33
36,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,27
33,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,20
57,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,24
58,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,28
19,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,20
23,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,9
36,Male,Graduate or professional degree,"Above $150,000",No,No,30
55,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,Yes,38
32,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,17
19,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,15
21,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,51
18,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,30
22,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,16
25,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,30
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,24
39,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,26
19,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,13
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
52,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,21
39,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,28
21,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,15
20,Female,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,22
23,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,30
23,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,20
25,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,39
33,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,18
44,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,18
34,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,20
22,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,16
63,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,29
32,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,18
22,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,16
37,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,22
21,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
56,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,25
38,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,19
31,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,22
22,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,Yes,13
29,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,30
21,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,28
34,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,22
24,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,11
22,Female,High school graduate (or equivalent),"Less than $15,000",Yes,Yes,16
26,Male,High school graduate (or equivalent),"Less than $15,000",Yes,Yes,13
23,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,17
38,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,24
36,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,9
26,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,22
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,Yes,25
28,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
33,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,29
28,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,22
27,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,26
29,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,23
26,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,20
18,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,22
59,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,16
22,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,15
28,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,19
35,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,18
28,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,17
31,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,28
35,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,19
48,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,22
40,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,33
28,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,25
35,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,18
68,Female,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,26
23,Female,High school graduate (or equivalent),"$15,000 - $30,000",No,No,13
28,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,28
41,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,21
47,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,39
19,Male,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,12
36,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,26
25,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,16
27,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,23
39,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,43
19,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,28
22,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,30
25,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,27
28,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,21
33,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,19
18,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
24,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,16
20,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,24
56,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,28
66,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,40
23,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,28
30,Female,Graduate or professional degree,"$50,000 - $75,000",No,No,16
31,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,21
25,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,14
22,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,16
21,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,30
35,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,22
57,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,28
28,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,29
19,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,13
24,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,35
32,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,24
36,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,26
20,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,14
23,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,24
20,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,22
47,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,90
36,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,24
42,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,14
18,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,29
56,Female,Graduate or professional degree,"$50,000 - $75,000",No,No,19
45,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,21
30,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,25
24,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,19
37,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,20
32,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,23
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,14
29,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,16
51,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,29
35,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,58
33,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,26
24,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,56
54,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,Yes,23
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,17
23,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,21
20,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,15
31,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,16
37,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,31
24,Male,High school graduate (or equivalent),"Less than $15,000",No,No,18
18,Male,High school graduate (or equivalent),"Less than $15,000",Yes,No,13
62,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,54
23,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,18
35,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,27
29,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,18
35,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,12
55,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
33,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,27
21,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,17
67,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,30
31,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,31
19,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,21
21,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,14
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,15
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
47,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,14
31,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,No,26
25,Female,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,25
32,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,14
19,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,27
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,26
19,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,25
33,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,27
55,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,18
23,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,25
